,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque
3422,2018,680000,8576,Petrol,0,1,First Owner,18.7,1199,88.7,5,110.0
3423,2013,220000,80000,Diesel,1,1,First Owner,23.03,1396,69.0,5,140.0
3424,2009,650000,242000,Diesel,1,1,Fourth & Above Owner,12.8,2494,102.0,7,201.0
3425,2018,5500000,22000,Diesel,1,0,First Owner,17.09,2993,261.4,4,620.0
3426,2017,875000,30000,Diesel,0,0,First Owner,28.4,1248,74.02,5,190.0
3427,2019,785000,9000,Petrol,0,1,First Owner,18.6,1197,81.83,5,115.0
3428,2017,819999,30000,Petrol,0,1,First Owner,17.5,1199,88.7,5,110.0
3429,2016,2950000,60000,Diesel,0,0,First Owner,21.76,1995,188.0,5,400.0
3430,2016,1925000,27000,Diesel,0,1,First Owner,13.68,2393,147.51,7,343.0
3431,2017,885000,39000,Diesel,0,1,First Owner,25.5,1498,98.6,5,200.0
3432,2015,680000,64000,Petrol,0,0,First Owner,16.05,1499,110.4,5,140.0
3433,2017,960000,42000,Diesel,0,1,First Owner,23.0,1498,98.96,5,205.0
3434,2012,385000,45000,Petrol,0,1,First Owner,18.5,1198,86.8,5,109.0
3435,2019,1650000,15000,Diesel,0,1,First Owner,17.0,1956,167.67,5,350.0
3436,2018,890000,55000,Diesel,0,1,First Owner,18.49,1493,100.0,7,240.0
3437,2015,1275000,64000,Diesel,0,0,First Owner,11.4,2953,153.86,7,380.0
3438,2018,6000000,27000,Diesel,0,0,First Owner,17.09,2993,261.4,4,620.0
3439,2019,1025000,15000,Petrol,0,0,First Owner,20.28,1462,103.25,5,138.0
3440,2016,675000,69000,Petrol,0,0,First Owner,17.2,1197,103.6,5,175.0
3441,2017,700000,80000,Petrol,0,1,First Owner,22.0,1197,81.8,5,113.0
3442,2016,780000,60000,Diesel,0,1,First Owner,22.77,1498,98.59,5,205.0
3443,2017,1050000,70000,Diesel,0,1,First Owner,22.32,1582,126.32,5,260.0
3444,2015,2700000,105000,Diesel,0,0,Second Owner,13.22,2967,241.4,5,580.0
3445,2016,400000,100000,Diesel,1,1,First Owner,22.95,1248,74.0,5,190.0
3446,2011,400000,100000,Diesel,1,1,First Owner,15.96,2523,62.1,9,195.0
3447,2009,85000,90000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
3448,2018,1300000,35000,Diesel,1,1,First Owner,17.6,2179,153.86,7,400.0
3449,2018,819999,11500,Diesel,1,1,First Owner,18.49,1493,100.0,7,240.0
3450,2015,620000,40000,Diesel,1,0,First Owner,18.49,1493,100.0,7,240.0
3451,2018,260000,50000,Petrol,1,1,First Owner,23.01,999,67.0,5,91.0
3452,2015,484999,55380,Petrol,0,1,First Owner,18.9,1197,82.0,5,114.0
3453,2015,2500000,13500,Diesel,0,0,First Owner,14.74,2993,270.9,5,600.0
3454,2017,650000,18816,Petrol,0,1,First Owner,17.0,1198,73.75,5,110.0
3455,2017,925000,18000,Petrol,0,0,First Owner,15.6,1497,116.3,5,146.0
3456,2016,1525000,42163,Diesel,0,0,Second Owner,11.36,2755,171.5,7,360.0
3457,2013,910000,70000,Diesel,1,1,Second Owner,12.99,2494,100.0,8,200.0
3458,2016,300000,60000,Diesel,1,1,Second Owner,17.88,1405,48.21,5,85.0
3459,2004,120000,80000,Petrol,1,1,Second Owner,17.3,993,60.0,5,78.0
3460,2015,490000,45900,Petrol,1,1,Second Owner,18.6,1197,81.83,5,115.0
3461,2011,155000,40000,Petrol,1,1,First Owner,19.7,796,46.3,5,62.0
3462,2013,490000,90000,Diesel,1,1,Second Owner,12.05,2179,120.0,8,290.0
3463,2010,132000,105000,Petrol,1,1,First Owner,19.7,796,46.3,5,62.0
3464,2018,750000,30000,Diesel,1,1,First Owner,22.54,1396,88.76,5,220.0
3465,2011,225000,20000,Petrol,1,1,First Owner,18.9,998,67.1,5,90.0
3466,2011,240000,80000,Petrol,1,1,First Owner,20.36,1197,78.9,5,112.0
3467,2010,80000,80000,Petrol,1,1,Second Owner,18.0,995,62.0,5,91.0
3468,2004,40000,120000,Petrol,1,1,First Owner,16.1,796,37.0,4,59.0
3469,2019,1100000,50000,Diesel,1,1,Second Owner,21.9,1498,98.6,7,200.0
3470,2016,380000,80000,Diesel,1,1,Second Owner,24.4,1120,71.0,5,181.0
3471,2011,300000,120000,Diesel,1,1,Second Owner,11.57,2179,138.1,7,320.0
3472,2011,325000,70000,Diesel,1,1,First Owner,22.9,1248,74.0,5,190.0
3473,2016,400000,130000,Diesel,1,1,First Owner,25.32,1198,77.0,6,190.0
3474,2017,800000,50000,Diesel,1,1,First Owner,21.04,1461,83.8,8,200.0
3475,2018,950000,80000,Diesel,1,1,First Owner,23.0,1498,98.96,5,205.0
3476,2017,530000,59000,Petrol,1,1,First Owner,18.15,1198,82.0,5,115.0
3477,2013,350000,100000,Diesel,1,1,Third Owner,18.2,1248,73.8,7,173.0
3478,2008,168000,50000,Petrol,1,0,First Owner,11.0,2359,165.0,5,232.0
3479,2016,240000,45000,Petrol,1,1,Second Owner,25.17,799,53.3,5,72.0
3480,2010,220000,80000,Diesel,1,1,Fourth & Above Owner,19.3,1248,73.9,5,190.0
3481,2008,110000,80000,Petrol,1,1,Fourth & Above Owner,18.9,1061,67.0,5,84.0
3482,2016,850000,100000,Diesel,1,1,First Owner,24.3,1248,88.5,5,200.0
3483,2018,2064000,24000,Diesel,1,1,First Owner,13.68,2393,147.8,8,343.0
3484,2018,950000,25000,Diesel,1,1,First Owner,25.1,1248,88.5,5,200.0
3485,2017,660000,30000,Diesel,1,1,First Owner,25.2,1248,74.0,5,190.0
3486,2013,420000,40000,Diesel,1,1,Second Owner,25.8,1498,98.6,5,200.0
3487,2010,150000,29000,Petrol,1,1,First Owner,16.5,1172,65.0,5,96.0
3488,2018,750000,15000,Petrol,1,0,First Owner,18.1,1199,88.7,5,110.0
3489,2015,790000,126000,Diesel,1,1,Third Owner,21.43,1364,87.2,5,205.0
3490,2011,830000,300000,Diesel,1,1,Third Owner,12.8,2494,102.0,7,201.0
3491,2015,780000,129000,Diesel,1,1,Third Owner,21.43,1364,87.2,5,205.0
3492,2019,869999,40000,Diesel,1,1,First Owner,23.0,1498,98.96,5,205.0
3493,2011,275000,50000,Diesel,1,1,First Owner,21.12,1248,88.8,5,200.0
3494,2017,630000,25000,Petrol,1,1,Second Owner,18.6,1197,81.83,5,115.0
3495,2008,150000,60000,Petrol,1,1,Second Owner,13.4,1794,125.0,5,158.0
3496,2016,315000,25000,Petrol,1,1,First Owner,22.74,796,47.3,5,69.0
3497,2011,189000,70000,Diesel,1,1,Second Owner,23.57,1396,70.0,5,140.0
3498,2014,580000,120000,Diesel,1,1,First Owner,23.4,1248,74.0,5,190.0
3499,2018,825000,35000,Diesel,1,1,First Owner,24.3,1248,88.5,5,200.0
3500,2016,650000,60000,Diesel,1,1,Second Owner,14.1,2179,148.0,7,320.0
3501,2004,50000,62000,Petrol,1,1,Second Owner,13.0,1343,90.0,5,111.0
3502,2011,200000,120000,Petrol,1,1,Second Owner,16.25,1198,73.9,5,110.0
3503,2013,135000,120000,Diesel,1,1,Third Owner,15.42,1405,70.0,7,135.0
3504,2017,680000,80000,Diesel,1,1,First Owner,22.54,1396,88.73,5,220.0
3505,2010,240000,80000,Petrol,1,1,Second Owner,20.92,998,67.1,5,90.0
3506,2014,555000,147279,Diesel,1,1,Second Owner,17.0,2200,139.01,7,321.0
3507,2013,455000,98000,Diesel,1,1,First Owner,20.5,1598,103.5,5,250.0
3508,2018,750000,25000,Diesel,1,1,First Owner,28.4,1248,74.02,5,190.0
3509,2016,700000,90000,Diesel,1,0,First Owner,26.59,1248,74.0,5,190.0
3510,2016,220000,22000,Petrol,1,0,First Owner,21.9,624,37.48,4,51.0
3511,2014,160000,120000,Diesel,1,1,First Owner,25.0,1396,69.0,5,140.0
3512,2013,225000,100000,Diesel,1,1,Second Owner,22.1,1248,76.9,5,205.0
3513,2008,140000,120000,Diesel,1,1,Second Owner,19.09,1396,69.0,5,135.0
3514,2014,600000,70000,Diesel,1,1,Second Owner,23.4,1248,74.0,5,190.0
3515,2015,1000000,24700,Diesel,1,1,First Owner,16.0,2179,140.0,7,330.0
3516,2008,65000,100000,Petrol,1,1,Third Owner,18.0,995,62.0,5,91.0
3517,2019,500000,10000,Petrol,1,1,First Owner,20.89,1197,81.8,5,113.0
3518,2017,1150000,43526,Diesel,0,1,First Owner,16.0,2179,140.0,7,330.0
3519,2012,320000,55885,Petrol,0,1,First Owner,16.25,1198,75.0,5,110.0
3520,2019,950000,16034,Diesel,0,1,First Owner,21.7,1498,98.96,5,215.0
3521,2012,250000,156040,Diesel,0,1,First Owner,20.0,1399,68.0,5,160.0
3522,2008,1100000,122000,Diesel,1,0,Second Owner,18.48,1995,177.0,5,351.0
3523,2017,600000,20000,Diesel,1,1,First Owner,27.39,1248,74.0,5,190.0
3524,2017,509999,46000,Petrol,1,1,First Owner,22.0,1197,81.8,5,113.0
3525,2016,395000,50000,Petrol,1,1,Third Owner,15.41,1598,103.2,5,153.0
3526,2018,469000,5000,Petrol,1,1,First Owner,21.79,998,67.05,5,90.0
3527,2017,250000,42000,Petrol,1,1,First Owner,24.7,796,47.3,5,69.0
3528,2011,130000,68519,Petrol,0,1,First Owner,16.2,995,62.1,5,91.0
3529,2019,906000,30000,Diesel,1,1,First Owner,23.0,1498,98.96,5,205.0
3530,2011,160000,85000,Diesel,1,1,First Owner,20.0,1399,68.0,5,160.0
3531,2010,60000,100000,Petrol,1,1,Fourth & Above Owner,14.0,796,37.5,5,59.0
3532,2014,400000,100000,Petrol,1,1,Second Owner,19.1,1197,85.8,5,114.0
3533,2018,450000,22966,Petrol,0,1,First Owner,23.84,1199,84.48,5,113.0
3534,2014,465000,80000,Diesel,1,1,Second Owner,15.96,2523,62.1,7,195.0
3535,2012,325000,80000,Diesel,1,1,Second Owner,22.9,1248,74.0,5,190.0
3536,2014,250000,2350,Petrol,1,1,First Owner,21.1,814,55.2,5,75.0
3537,2011,175000,50000,Petrol,1,1,First Owner,19.7,796,46.3,5,62.0
3538,2010,175000,58000,Petrol,1,1,First Owner,19.7,796,46.3,5,62.0
3539,2006,150000,80000,Petrol,1,1,Second Owner,16.9,1497,100.0,5,133.0
3540,2018,797000,60000,Diesel,1,1,First Owner,16.5,1493,70.0,7,195.0
3541,2019,800000,35000,Petrol,1,1,First Owner,18.6,1197,81.86,5,117.0
3542,2019,750000,59872,Diesel,1,1,First Owner,15.96,2523,62.1,7,195.0
3543,2012,160000,110000,Petrol,1,1,First Owner,19.7,796,46.3,5,62.0
3544,2016,700000,91182,Diesel,1,1,First Owner,15.96,2523,62.1,7,195.0
3545,2012,400000,100000,Diesel,1,1,First Owner,21.27,1396,88.76,5,220.0
3546,2002,40000,80000,Petrol,1,1,First Owner,16.1,796,37.0,4,59.0
3547,2012,300000,70000,Diesel,1,1,Third Owner,21.12,1248,88.8,5,200.0
3548,2017,421000,59500,Petrol,1,1,Second Owner,23.1,998,67.04,5,90.0
3549,2016,950000,45000,Diesel,1,1,First Owner,24.3,1248,88.5,5,200.0
3550,2011,395000,75500,Diesel,1,1,Second Owner,23.0,1396,90.0,5,220.0
3551,2016,950000,46000,Diesel,1,1,Second Owner,24.3,1248,88.5,5,200.0
3552,2013,270000,60000,Petrol,1,1,First Owner,22.74,796,47.3,5,69.0
3553,2009,360000,60000,Petrol,1,0,Second Owner,15.0,1396,100.0,5,137.0
3554,2014,1850000,60000,Diesel,1,0,Second Owner,13.0,2143,201.1,5,500.0
3555,2017,1650000,69123,Diesel,0,1,First Owner,17.1,1956,170.0,5,350.0
3556,2014,459999,40523,Petrol,0,1,Second Owner,18.5,1197,82.85,5,114.0
3557,2019,6223000,7800,Petrol,0,0,Test Drive Car,15.26,1798,187.74,5,320.0
3558,2019,5923000,11500,Petrol,0,0,Test Drive Car,15.26,1798,187.74,5,320.0
3559,2019,6523000,23600,Petrol,0,0,Test Drive Car,15.26,1798,187.74,5,320.0
3560,2010,1050000,220000,Diesel,1,1,Second Owner,11.5,2982,171.0,7,343.0
3561,2015,1050000,120000,Diesel,1,1,Second Owner,15.1,2179,140.0,7,330.0
3562,2018,800000,25000,Petrol,1,0,First Owner,21.4,1197,83.1,5,115.0
3563,2017,530000,42000,Petrol,1,1,First Owner,21.4,1197,83.1,5,115.0
3564,2015,450000,80000,Petrol,1,1,First Owner,20.85,1197,83.14,5,115.0
3565,2011,235000,60000,Petrol,1,1,First Owner,20.92,998,67.1,5,90.0
3566,2013,550000,240000,Diesel,1,1,First Owner,23.4,1248,74.0,5,190.0
3567,2013,395000,35000,Petrol,1,0,Second Owner,14.3,1598,103.5,5,153.0
3568,2008,150000,120000,Diesel,1,1,First Owner,12.2,1948,68.0,9,1128.0
3569,2015,515000,120000,Diesel,1,1,Second Owner,20.34,1498,103.2,5,250.0
3570,2009,160000,35000,Petrol,1,1,Third Owner,19.81,1086,68.05,5,100.0
3571,2007,110000,120000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
3572,2011,260000,90000,Diesel,1,1,Third Owner,16.2,1493,110.0,5,236.0
3573,2007,128000,60000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
3574,2019,675000,25000,Diesel,1,1,First Owner,28.4,1248,74.02,5,190.0
3575,2010,300000,50000,Petrol,1,1,First Owner,15.0,1586,104.68,5,1422.0
3576,2017,550000,25000,Petrol,1,1,First Owner,18.9,1197,82.0,5,114.0
3577,2007,150000,80000,Petrol,1,1,Third Owner,19.7,796,46.3,5,62.0
3578,2017,891000,80000,Diesel,1,1,First Owner,15.4,2179,120.0,7,280.0
3579,2015,1050000,70000,Diesel,1,1,First Owner,12.99,2494,100.6,7,200.0
3580,2012,380000,27500,Petrol,1,1,First Owner,18.5,1197,82.9,5,114.0
3581,2013,800000,110000,Diesel,1,1,Second Owner,12.99,2494,100.6,8,200.0
3582,2010,200000,120000,Petrol,1,1,First Owner,15.7,1390,75.0,5,1079.0
3583,2016,700000,70000,Diesel,1,1,First Owner,28.09,1248,88.5,5,200.0
3584,2002,229999,290000,Diesel,1,1,First Owner,13.1,2446,75.0,10,151.0
3585,2010,300000,74000,Petrol,1,1,Second Owner,12.8,2354,177.6,5,222.0
3586,2007,210000,140000,Petrol,1,1,First Owner,17.7,1497,78.0,5,125.0
3587,2017,370000,40000,Petrol,1,1,First Owner,20.89,1197,81.8,5,113.0
3588,2019,600000,20000,Petrol,1,0,First Owner,21.4,1197,83.1,5,115.0
3589,2020,810000,15000,Diesel,1,1,First Owner,24.3,1248,88.5,5,200.0
3590,2019,346000,16000,Petrol,1,1,First Owner,23.84,1199,84.0,5,114.0
3591,2005,55000,130000,Petrol,1,1,First Owner,13.0,1343,90.0,5,111.0
3592,2012,250000,118000,Diesel,1,1,Second Owner,13.93,2179,138.03,7,320.0
3593,2013,600000,50000,Diesel,1,1,Second Owner,20.77,1248,88.8,7,200.0
3594,2016,330000,60000,Petrol,1,1,First Owner,15.37,1196,73.0,5,101.0
3595,2014,400000,147000,Petrol,1,1,Second Owner,18.6,1197,81.83,5,115.0
3596,2014,450000,100000,Petrol,1,1,Third Owner,19.1,1197,85.8,5,114.0
3597,2017,800000,55000,Diesel,1,1,First Owner,24.52,1248,88.5,7,200.0
3598,2010,225000,64000,Diesel,1,1,Third Owner,21.1,1248,73.9,5,113.0
3599,2002,55000,100000,Petrol,1,1,Second Owner,17.3,993,60.0,5,78.0
3600,2016,900000,50000,Diesel,1,1,First Owner,24.52,1248,88.5,7,200.0
3601,2014,2500000,30000,Diesel,1,0,First Owner,9.0,1984,181.0,5,400.0
3602,2018,465000,30000,Petrol,1,1,First Owner,20.51,998,67.04,5,90.0
3603,2004,70000,150000,Petrol,1,1,First Owner,17.3,993,60.0,5,78.0
3604,2016,400000,24177,Petrol,1,1,First Owner,17.57,1193,88.7,5,140.0
3605,2012,185000,80000,Diesel,1,1,First Owner,16.1,1405,70.0,5,133.0
3606,2006,140000,150000,Petrol,1,1,Second Owner,18.9,998,67.1,5,90.0
3607,2015,415000,120000,Diesel,1,1,Second Owner,21.04,1461,83.8,7,200.0
3608,2012,532000,121779,Diesel,1,1,First Owner,12.05,2179,120.0,8,290.0
3609,2017,600000,56000,Diesel,1,1,First Owner,27.39,1248,74.0,5,190.0
3610,2008,150000,100000,Petrol,1,1,Fourth & Above Owner,15.0,1586,104.68,5,1422.0
3611,2018,459999,12000,Petrol,1,1,First Owner,20.4,1197,81.8,5,113.0
3612,2017,800000,15381,Diesel,1,1,First Owner,24.3,1248,88.5,5,200.0
3613,2011,310000,5000,Diesel,1,1,First Owner,13.6,2523,63.0,7,180.0
3614,2014,475000,40000,Diesel,1,1,First Owner,19.01,1461,108.5,5,248.0
3615,2016,310000,35000,CNG,1,1,Second Owner,44.42,998,58.16,5,77.0
3616,2018,350000,10000,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
3617,2019,1800000,10000,Diesel,1,1,First Owner,16.0,2179,140.0,7,330.0
3618,2018,640000,25000,Petrol,1,0,First Owner,22.0,1197,81.8,5,113.0
3619,2017,350000,50000,Petrol,1,0,First Owner,20.51,998,67.0,5,90.0
3620,2018,600000,30000,Petrol,1,1,First Owner,17.0,1198,108.5,5,170.0
3621,2015,575000,23000,Diesel,1,1,First Owner,23.9,1582,126.2,5,260.0
3622,2019,974000,15000,Diesel,1,1,First Owner,16.55,2498,105.0,6,247.0
3623,2018,445000,5000,Petrol,1,0,Second Owner,20.51,998,67.0,5,90.0
3624,2015,580000,15000,Diesel,1,1,Second Owner,20.77,1248,88.76,7,200.0
3625,2020,1050000,20000,Diesel,1,1,First Owner,22.1,1396,88.7,5,220.0
3626,2015,600000,50000,Diesel,1,1,First Owner,22.77,1498,98.59,5,205.0
3627,2017,370000,40000,Petrol,1,1,Second Owner,18.16,1196,86.8,5,112.0
3628,2007,150000,70000,Petrol,1,1,Third Owner,18.2,1061,64.0,5,84.0
3629,2017,483000,15000,Petrol,1,1,First Owner,23.1,998,67.04,5,90.0
3630,2016,470000,10000,Petrol,1,1,First Owner,18.9,1197,82.0,5,114.0
3631,2018,950000,25000,Diesel,1,1,First Owner,24.3,1248,88.5,5,200.0
3632,2013,450000,50000,Petrol,1,1,Third Owner,17.01,1591,121.3,5,155.0
3633,2011,345000,70000,Petrol,1,1,First Owner,17.6,1496,88.7,5,132.0
3634,2020,600000,5000,Petrol,1,0,First Owner,20.89,1197,81.8,5,113.0
3635,2009,300000,60000,Petrol,1,1,First Owner,19.0,998,66.1,5,90.0
3636,2007,160000,74800,Petrol,1,1,Second Owner,18.2,998,67.1,5,90.0
3637,2004,120000,80000,Petrol,1,1,Second Owner,16.1,796,37.0,4,59.0
3638,2012,220000,270000,CNG,1,1,First Owner,36.64,1196,61.7,5,85.0
3639,2007,138000,120000,Petrol,1,1,Second Owner,17.7,1497,78.0,5,125.0
3640,2010,231000,80000,Petrol,1,1,Third Owner,17.5,1298,85.8,5,114.0
3641,2013,800000,120000,Diesel,1,1,Second Owner,15.1,2179,140.0,7,330.0
3642,2019,960000,20000,Petrol,1,1,First Owner,17.0,1197,108.6,5,200.0
3643,2009,120000,70000,Petrol,1,1,Second Owner,18.9,1061,67.0,5,84.0
3644,2012,270000,40000,Petrol,1,1,First Owner,18.9,998,67.1,5,90.0
3645,2011,200000,100000,Petrol,1,1,Second Owner,21.1,1197,85.8,5,114.0
3646,2012,328000,123000,Petrol,1,1,First Owner,18.6,1197,85.8,5,114.0
3647,2012,432000,77000,Diesel,1,1,First Owner,22.32,1582,126.32,5,260.0
3648,2019,565000,7000,Petrol,1,1,First Owner,18.78,999,75.0,5,95.0
3649,2017,390000,70000,Petrol,1,1,First Owner,15.37,1196,73.0,5,101.0
3650,2011,250000,120000,Diesel,1,1,Third Owner,23.0,1396,90.0,5,220.0
3651,2011,165000,70000,Petrol,1,1,First Owner,18.0,995,62.0,5,91.0
3652,2011,421000,105000,Petrol,1,1,First Owner,17.0,1497,118.0,5,146.0
3653,2012,225000,109322,Petrol,1,1,Second Owner,16.36,1495,93.7,5,125.0
3654,2013,350000,120000,Diesel,1,1,First Owner,21.64,1461,84.8,5,200.0
3655,2018,1757000,24000,Diesel,1,1,First Owner,17.1,1956,170.0,5,350.0
3656,2018,515000,35000,Petrol,1,1,First Owner,24.0,1199,83.81,5,114.0
3657,2017,800000,70000,Diesel,1,1,Second Owner,23.65,1248,88.5,5,200.0
3658,2004,120000,100000,Diesel,1,1,Fourth & Above Owner,10.5,2179,120.0,7,290.0
3659,2015,400000,20000,Petrol,1,0,First Owner,20.51,998,67.0,5,90.0
3660,2011,300000,60000,Diesel,1,1,First Owner,20.3,1248,75.0,5,197.0
3661,2011,400000,475000,Diesel,1,1,Third Owner,13.5,2179,115.0,5,278.0
3662,2009,235000,70000,Petrol,1,1,Second Owner,17.3,1061,64.0,5,85.0
3663,2015,350000,40000,Petrol,1,1,Second Owner,20.51,998,67.04,5,90.0
3664,2017,625000,34000,Diesel,1,1,Second Owner,28.4,1248,74.02,5,190.0
3665,2014,525000,120000,Diesel,1,1,First Owner,15.1,2179,140.0,7,330.0
3666,2018,550000,10000,Petrol,1,1,First Owner,20.3,1199,84.0,5,114.0
3667,2015,550000,80000,Diesel,1,1,Second Owner,15.96,2523,62.1,7,195.0
3668,2011,350000,120000,Diesel,1,1,First Owner,13.0,2489,95.0,8,220.0
3669,2006,220000,100000,Petrol,1,1,Second Owner,17.7,1497,78.0,5,125.0
3670,2016,412000,25000,Petrol,1,1,First Owner,18.9,1197,82.0,5,114.0
3671,2009,126000,52000,Petrol,1,1,Second Owner,18.9,1061,67.0,5,84.0
3672,2013,430000,63000,Diesel,1,1,First Owner,23.4,1248,74.0,5,190.0
3673,2009,130000,90000,Petrol,1,1,Second Owner,19.0,998,66.1,5,90.0
3674,2017,350000,60000,Petrol,1,1,First Owner,23.84,1199,84.0,5,114.0
3675,2011,220000,35000,Petrol,1,1,First Owner,19.7,796,46.3,5,62.0
3676,2010,200000,110000,Diesel,1,1,Second Owner,20.0,1399,68.0,5,160.0
3677,2017,620000,61000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
3678,2013,150000,66000,Petrol,1,1,First Owner,14.7,796,37.0,8,62.0
3679,2018,450000,80000,Petrol,1,1,First Owner,20.62,1198,67.0,7,104.0
3680,2017,1150000,27000,Diesel,1,1,Second Owner,19.67,1582,126.2,5,260.0
3681,2011,246000,139000,Petrol,1,1,First Owner,18.9,998,67.1,5,90.0
3682,2008,65000,10000,Petrol,1,1,Second Owner,16.1,796,37.0,4,59.0
3683,2016,725000,30000,Diesel,1,1,First Owner,21.7,1498,98.96,5,215.0
3684,2014,736000,125000,Diesel,1,0,First Owner,22.32,1582,126.32,5,260.0
3685,2018,700000,45000,Diesel,1,1,First Owner,28.4,1248,74.02,5,190.0
3686,2011,150000,30000,Petrol,1,1,First Owner,18.0,995,62.0,5,91.0
3687,2010,180000,80500,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
3688,2014,409999,200000,Diesel,1,1,First Owner,23.59,1364,67.04,5,170.0
3689,2013,550000,60000,Diesel,1,1,First Owner,15.96,2523,62.1,7,195.0
3690,2004,50000,18000,Petrol,1,1,Second Owner,16.1,796,37.0,4,59.0
3691,2006,80000,110000,Diesel,1,1,Second Owner,20.8,1527,58.0,5,789.0
3692,2005,110000,90000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
3693,2006,180000,120000,Petrol,1,1,Second Owner,17.7,1497,78.0,5,125.0
3694,2017,605000,127000,Diesel,1,1,First Owner,28.4,1248,74.02,5,190.0
3695,2009,1025000,120000,Diesel,1,0,Third Owner,12.07,2967,241.4,7,550.0
3696,2017,1300000,40000,Diesel,1,0,First Owner,17.6,2179,153.86,7,400.0
3697,2017,650000,70000,Diesel,1,1,First Owner,24.3,1248,88.5,5,200.0
3698,2018,1150000,29000,Diesel,1,1,First Owner,15.1,2179,152.87,7,360.0
3699,2016,480000,65755,Petrol,1,1,First Owner,21.4,1197,83.1,5,115.0
3700,2017,1050000,46000,Diesel,1,0,First Owner,16.0,2179,140.0,7,330.0
3701,2017,310000,15000,Petrol,1,1,Second Owner,21.1,814,55.2,5,75.0
3702,2014,500000,60000,Diesel,1,1,First Owner,23.4,1248,74.0,5,190.0
3703,2017,350000,15500,Petrol,1,0,First Owner,23.95,998,67.1,5,90.0
3704,2015,365000,120000,Diesel,1,1,First Owner,25.8,1498,98.6,5,200.0
3705,2007,100000,120000,Diesel,1,1,Third Owner,14.6,2956,63.0,10,177.0
3706,2007,240000,80000,Diesel,1,1,Second Owner,13.6,2523,63.0,7,180.0
3707,2019,925000,40000,Diesel,1,1,First Owner,17.3,1497,121.0,7,300.0
3708,2018,590000,15000,Petrol,1,1,First Owner,18.16,1196,86.8,5,112.0
3709,2014,720000,80000,Diesel,1,1,Second Owner,12.99,2494,100.6,8,200.0
3710,2010,490000,110000,Diesel,1,0,First Owner,11.79,2179,120.0,8,290.0
3711,2013,325000,100000,Diesel,1,1,First Owner,25.8,1498,98.6,5,200.0
3712,2019,1200000,20000,Diesel,1,0,First Owner,22.0,1582,126.2,5,260.0
3713,2014,300000,50700,Diesel,1,1,First Owner,19.09,1405,69.01,5,135.0
3714,2013,365000,70000,Diesel,1,1,Second Owner,22.07,1199,73.9,5,180.0
3715,2007,500000,120000,Petrol,1,0,First Owner,11.7,1796,178.0,5,241.0
3716,2014,900000,112000,Diesel,1,1,Second Owner,12.99,2494,100.6,8,200.0
3717,2018,700000,35000,Diesel,1,1,First Owner,24.0,1186,73.97,5,191.0
3718,2017,880000,50000,Diesel,1,1,First Owner,19.6,1461,108.45,5,245.0
3719,2009,380000,120000,Diesel,1,1,Second Owner,12.05,2179,120.0,7,290.0
3720,2006,150000,90000,Petrol,1,1,Third Owner,13.4,1794,125.0,5,158.0
3721,2014,235000,70000,CNG,1,1,Second Owner,43.92,998,67.1,5,90.0
3722,2018,320000,20000,Petrol,1,1,First Owner,23.01,999,67.0,5,91.0
3723,2015,550000,60000,Diesel,1,1,First Owner,20.45,1461,83.8,5,200.0
3724,2016,3200000,40000,Diesel,1,0,First Owner,18.12,1995,190.0,5,400.0
3725,2013,750000,440000,Diesel,1,1,Second Owner,12.99,2494,100.6,7,200.0
3726,2017,645000,60000,Diesel,1,1,First Owner,18.49,1493,100.0,7,240.0
3727,2015,300000,110000,Petrol,1,1,First Owner,20.51,998,67.04,5,90.0
3728,2016,580000,152000,Diesel,1,1,First Owner,21.19,1396,88.73,5,220.0
3729,2011,220000,220000,Petrol,1,1,Fourth & Above Owner,17.0,1197,80.0,5,112.0
3730,2013,451000,70000,Diesel,1,1,First Owner,15.96,2523,62.1,7,195.0
3731,2018,850000,50000,Petrol,1,1,First Owner,17.0,1198,108.5,5,170.0
3732,2011,300000,125000,Diesel,1,1,First Owner,19.3,1248,73.9,5,190.0
